id,categoria,edad,genero,estado_civil,ingreso_reportado,maximo_dias_mora,saldo_total,saldo_productos_activos,saldo_productos_pasivos,cantidad_productos_activos,cantidad_productos_pasivos,saldo_en_competencia,monto_credito,plazo_credito,calificacion_crediticia,garantia_credito,tasa_interes
229451,optima,47.0,femenino,viudo,143571.0,24.0,250601.0,214301.0,36300.0,1.0,1.0,146364.97,62000.0,48.0,4.0,fiduciaria,17.33
338439,optima,47.0,femenino,soltero,68251.0,11.0,349474.0,338907.0,10567.0,2.0,0.0,728222.13,308000.0,46.0,4.0,fiduciaria,16.46
211515,optima,27.0,femenino,casado,69628.0,29.0,44575.0,28027.0,16548.0,2.0,0.0,,279000.0,49.0,4.0,fiduciaria,18.16
536873,optima,50.0,masculino,casado,242929.0,4.0,409146.0,339491.0,69655.0,6.0,2.0,,112000.0,60.0,5.0,fiduciaria,17.51
113662,premier,54.0,femenino,soltero,90764.0,0.0,1056982.0,967871.0,89111.0,2.0,2.0,1385225.74,387000.0,62.0,4.0,fiduciaria,11.91
239703,optima,49.0,masculino,casado,29604.0,34.0,591931.0,590650.0,1281.0,2.0,0.0,,265000.0,288.0,3.0,hipotecaria,7.98
549860,premier,42.0,femenino,casado,68745.0,100.0,1167624.0,702627.0,464997.0,2.0,3.0,,922000.0,217.0,4.0,hipotecaria,5.99
303976,premier,50.0,femenino,divorciado,92621.0,0.0,2797171.0,2785840.0,11331.0,3.0,3.0,,886000.0,51.0,4.0,fiduciaria,11.88
732511,optima,55.0,masculino,soltero,84623.0,12.0,13922.0,13920.0,2.0,4.0,2.0,95258.02,269000.0,80.0,3.0,fiduciaria,11.42
402010,optima,41.0,femenino,casado,,54.0,42149.0,21711.0,20438.0,1.0,1.0,17892.55,104000.0,31.0,5.0,fiduciaria,19.28
382653,premier,40.0,masculino,casado,114034.0,50.0,230199.0,207294.0,22905.0,6.0,1.0,1192647.18,112000.0,60.0,4.0,fiduciaria,19.02
276699,optima,35.0,femenino,soltero,53322.0,4.0,523653.0,520703.0,2950.0,2.0,2.0,879990.99,303000.0,45.0,6.0,fiduciaria,18.34
771799,optima,33.0,femenino,casado,28073.0,7.0,141977.0,123410.0,18567.0,3.0,2.0,724111.41,115000.0,41.0,4.0,fiduciaria,17.78
437292,optima,42.0,masculino,soltero,,1.0,310222.0,292795.0,17427.0,2.0,2.0,1862961.57,46000.0,41.0,4.0,fiduciaria,15.01
578847,optima,28.0,masculino,casado,122423.0,1.0,111698.0,101251.0,10447.0,2.0,2.0,909096.62,351000.0,44.0,3.0,fiduciaria,16.73
236961,premier,52.0,masculino,soltero,86676.0,169.0,1832833.0,1773049.0,59784.0,5.0,2.0,86360.78,177000.0,386.0,3.0,hipotecaria,6.15
970167,premier,39.0,femenino,casado,111172.0,0.0,2368797.0,2192759.0,176038.0,2.0,3.0,136362.3,1266000.0,177.0,2.0,hipotecaria,7.0
358020,premier,47.0,masculino,casado,117267.0,74.0,714599.0,339476.0,375123.0,1.0,2.0,43042.58,650000.0,245.0,3.0,hipotecaria,7.21
405617,optima,35.0,femenino,casado,57671.0,19.0,224825.0,219945.0,4880.0,3.0,0.0,,494000.0,44.0,5.0,fiduciaria,18.07
396235,optima,32.0,femenino,casado,40482.0,59.0,686157.0,673473.0,12684.0,1.0,2.0,194034.23,534000.0,333.0,4.0,hipotecaria,6.33
961578,optima,45.0,femenino,casado,39849.0,4.0,78153.0,7723.0,70430.0,3.0,2.0,,78000.0,54.0,3.0,fiduciaria,19.43
116289,optima,45.0,femenino,casado,30871.0,24.0,268033.0,242909.0,25124.0,2.0,1.0,,98000.0,62.0,4.0,fiduciaria,16.85
141183,optima,42.0,masculino,soltero,100594.0,32.0,26806.0,11368.0,15438.0,3.0,2.0,550386.71,50000.0,47.0,3.0,fiduciaria,18.18
820258,optima,39.0,masculino,soltero,71836.0,7.0,121465.0,114834.0,6631.0,3.0,0.0,560003.12,136000.0,28.0,3.0,fiduciaria,16.72
354974,optima,49.0,femenino,casado,130055.0,91.0,1519898.0,1513503.0,6395.0,5.0,1.0,626645.34,264000.0,271.0,4.0,hipotecaria,6.73
885654,optima,61.0,femenino,casado,85795.0,11.0,2337565.0,2306378.0,31187.0,1.0,1.0,15438.16,754000.0,297.0,2.0,fiduciaria_bienes_inmuebles,6.74
852228,optima,43.0,masculino,divorciado,45604.0,139.0,385894.0,363375.0,22519.0,2.0,2.0,41195.79,1304000.0,308.0,2.0,hipotecaria,6.81
912711,premier,35.0,femenino,divorciado,86144.0,14.0,644539.0,338700.0,305839.0,2.0,1.0,49064.9,339000.0,53.0,3.0,fiduciaria,15.03
177082,premier,65.0,femenino,soltero,,15.0,705405.0,583043.0,122362.0,3.0,2.0,893500.68,19000.0,14.0,3.0,autoliquidable,7.58
153579,premier,39.0,femenino,casado,92530.0,1.0,431255.0,127013.0,304242.0,1.0,4.0,794046.04,65000.0,21.0,2.0,autoliquidable,7.76
676090,optima,45.0,masculino,casado,48385.0,28.0,155068.0,62698.0,92370.0,3.0,1.0,471725.17,272000.0,55.0,3.0,fiduciaria,15.76
407446,optima,43.0,femenino,casado,28991.0,172.0,334167.0,328067.0,6100.0,4.0,0.0,95969.92,1358000.0,273.0,4.0,hipotecaria,7.53
420822,optima,44.0,masculino,casado,75357.0,4.0,2774613.0,2764673.0,9940.0,5.0,0.0,79157.75,762000.0,81.0,2.0,hipotecaria,7.6
550773,optima,41.0,femenino,casado,152367.0,11.0,149433.0,143286.0,6147.0,4.0,1.0,56192.51,371000.0,54.0,3.0,fiduciaria,14.0
514640,premier,41.0,femenino,soltero,114890.0,13.0,544186.0,477809.0,66377.0,3.0,0.0,1917305.15,210000.0,54.0,5.0,fiduciaria,15.53
938363,optima,59.0,masculino,casado,106152.0,116.0,600740.0,600136.0,604.0,2.0,0.0,3790259.56,264000.0,379.0,4.0,hipotecaria,6.42
695517,optima,35.0,masculino,casado,81437.0,2.0,72535.0,65025.0,7510.0,2.0,2.0,,328000.0,63.0,4.0,fiduciaria,17.09
778661,premier,41.0,masculino,casado,63173.0,77.0,4352263.0,4220151.0,132112.0,7.0,3.0,1465561.05,328000.0,315.0,5.0,hipotecaria,6.01
561567,optima,36.0,masculino,divorciado,,18.0,460603.0,432851.0,27752.0,3.0,2.0,237117.02,40000.0,57.0,4.0,fiduciaria,16.49
980776,optima,55.0,masculino,viudo,106199.0,53.0,746450.0,718273.0,28177.0,4.0,1.0,640047.96,81000.0,52.0,6.0,fiduciaria,17.0
963051,premier,61.0,masculino,divorciado,96043.0,19.0,1108347.0,409910.0,698437.0,4.0,2.0,147415.82,109000.0,23.0,2.0,autoliquidable,8.57
557507,optima,32.0,masculino,casado,66012.0,4.0,677003.0,676912.0,91.0,1.0,0.0,555490.5,346000.0,141.0,3.0,fiduciaria_bienes_inmuebles,7.15
845013,premier,57.0,femenino,casado,94024.0,3.0,1490824.0,1425529.0,65295.0,3.0,1.0,352657.2,167000.0,61.0,4.0,fiduciaria,13.55
130743,optima,46.0,masculino,soltero,104236.0,53.0,757700.0,750978.0,6722.0,3.0,1.0,568830.03,254000.0,39.0,6.0,fiduciaria,18.6
684732,optima,33.0,femenino,casado,366340.0,2.0,518672.0,493289.0,25383.0,3.0,2.0,3884.18,70000.0,65.0,6.0,fiduciaria,14.49
936379,optima,47.0,femenino,soltero,38583.0,24.0,753300.0,743112.0,10188.0,2.0,3.0,384513.21,181000.0,44.0,4.0,fiduciaria,14.55
537692,premier,50.0,masculino,soltero,96634.0,9.0,467187.0,419855.0,47332.0,3.0,4.0,1030272.04,134000.0,56.0,4.0,fiduciaria,15.51
570112,optima,46.0,masculino,divorciado,69639.0,2.0,301032.0,234400.0,66632.0,1.0,1.0,,95000.0,45.0,4.0,fiduciaria,15.26
684149,premier,56.0,masculino,casado,81514.0,10.0,142181.0,77449.0,64732.0,19884.0,3.0,1565617.6,350000.0,83.0,2.0,prendas,8.22
773767,optima,45.0,femenino,casado,,71.0,1573252.0,1573158.0,94.0,1.0,0.0,338343.23,2090000.0,340.0,3.0,fiduciaria_bienes_inmuebles,6.55
958410,optima,35.0,femenino,casado,45398.0,32.0,307187.0,280728.0,26459.0,4.0,1.0,129717.22,1152000.0,327.0,3.0,hipotecaria,6.98
554302,optima,40.0,masculino,viudo,226666.0,48.0,570744.0,559152.0,11592.0,3.0,3.0,167945.1,847000.0,194.0,3.0,hipotecaria,6.92
117117,privada,62.0,masculino,soltero,66079.0,9.0,6435583.0,1358545.0,5077038.0,4.0,8.0,1904237.83,155000.0,24.0,2.0,autoliquidable,7.03
973355,optima,45.0,masculino,casado,43724.0,5.0,87826.0,86811.0,1015.0,3.0,0.0,344392.91,116000.0,61.0,4.0,fiduciaria,18.3
694813,premier,37.0,masculino,casado,,3.0,1096296.0,999802.0,96494.0,4.0,2.0,237709.38,187000.0,52.0,2.0,fiduciaria,15.47
529552,optima,50.0,femenino,casado,79629.0,23.0,11421.0,9655.0,1766.0,3.0,1.0,206730.2,40000.0,45.0,4.0,fiduciaria,19.68
959561,optima,29.0,femenino,casado,60779.0,2.0,296821.0,236185.0,60636.0,2.0,0.0,963890.04,270000.0,62.0,4.0,fiduciaria,13.46
585860,optima,62.0,femenino,soltero,83277.0,6.0,196186.0,195355.0,831.0,5.0,2.0,268660.23,307000.0,29.0,3.0,fiduciaria,15.97
509373,premier,37.0,masculino,viudo,79792.0,3.0,398306.0,37515.0,360791.0,4.0,2.0,,381000.0,60.0,3.0,fiduciaria,14.35
953030,premier,51.0,masculino,viudo,107310.0,6.0,5768.0,1783.0,3985.0,2.0,1.0,874614.62,122000.0,71.0,4.0,fiduciaria,10.67
805978,optima,48.0,femenino,viudo,,32.0,500446.0,462616.0,37830.0,2.0,2.0,1235892.7,95000.0,52.0,5.0,fiduciaria,17.92
114524,optima,39.0,masculino,casado,32500.0,3.0,50830.0,42950.0,7880.0,3.0,1.0,121802.01,43000.0,70.0,3.0,fiduciaria,15.16
692551,premier,38.0,masculino,casado,88443.0,10.0,112061.0,72220.0,39841.0,2.0,2.0,,1117000.0,53.0,2.0,fiduciaria,13.27
677936,optima,52.0,masculino,casado,39501.0,15.0,529243.0,510747.0,18496.0,3.0,1.0,277548.27,161000.0,46.0,4.0,fiduciaria,15.0
771523,premier,49.0,masculino,casado,76066.0,32.0,1436006.0,1282596.0,153410.0,2.0,6.0,42943.98,279000.0,108.0,4.0,hipotecaria,7.0
417547,optima,79.0,masculino,casado,,4.0,438247.0,316107.0,122140.0,1.0,4.0,3705.27,87000.0,37.0,3.0,autoliquidable,8.12
191951,optima,63.0,masculino,casado,25080.0,37.0,1276780.0,1276433.0,347.0,3.0,1.0,1659638.04,34000.0,52.0,5.0,fiduciaria,19.84
467810,optima,30.0,femenino,divorciado,242509.0,4.0,664210.0,622854.0,41356.0,3.0,1.0,113557.85,221000.0,54.0,5.0,fiduciaria,12.37
418365,premier,43.0,masculino,divorciado,100307.0,11.0,3395480.0,3368954.0,26526.0,4.0,2.0,,78000.0,63.0,3.0,fiduciaria,10.89
460360,premier,49.0,masculino,soltero,81528.0,11.0,1220266.0,1200211.0,20055.0,6.0,3.0,1076840.78,248000.0,53.0,4.0,fiduciaria,9.18
578033,optima,29.0,femenino,casado,112952.0,8.0,181835.0,178389.0,3446.0,2.0,2.0,426078.6,76000.0,57.0,4.0,fiduciaria,16.95
134543,premier,44.0,femenino,casado,77800.0,21.0,205159.0,61507.0,143652.0,149987.0,3.0,,135000.0,62.0,2.0,prendas,8.52
289536,optima,63.0,masculino,casado,192645.0,12.0,561600.0,535101.0,26499.0,3.0,2.0,,280000.0,57.0,3.0,fiduciaria,13.7
610024,optima,64.0,femenino,casado,35975.0,29.0,1418996.0,1412093.0,6903.0,5.0,1.0,42126.35,636000.0,234.0,2.0,hipotecaria,7.37
417279,optima,52.0,femenino,soltero,49708.0,38.0,1190529.0,1087954.0,102575.0,2.0,4.0,136753.45,1175000.0,247.0,3.0,hipotecaria,6.38
750736,optima,29.0,femenino,casado,36717.0,14.0,403352.0,375454.0,27898.0,4.0,0.0,499616.5,143000.0,47.0,4.0,fiduciaria,18.85
513591,premier,56.0,masculino,divorciado,,9.0,509351.0,313923.0,195428.0,2.0,6.0,5893498.16,750000.0,328.0,3.0,hipotecaria,7.2
998283,optima,33.0,femenino,casado,28595.0,7.0,968017.0,960983.0,7034.0,3.0,2.0,461252.14,324000.0,30.0,4.0,fiduciaria,16.23
368730,optima,47.0,femenino,casado,69949.0,39.0,476158.0,422860.0,53298.0,2.0,0.0,952173.95,163000.0,51.0,5.0,fiduciaria,14.55
963849,optima,37.0,masculino,soltero,28333.0,6.0,38899.0,33974.0,4925.0,1.0,2.0,612685.83,447000.0,212.0,3.0,fiduciaria_bienes_inmuebles,9.01
764936,optima,47.0,masculino,soltero,34325.0,5.0,381174.0,353215.0,27959.0,1.0,1.0,337353.85,273000.0,34.0,6.0,fiduciaria,13.72
734640,optima,80.0,masculino,divorciado,54356.0,32.0,342843.0,254097.0,88746.0,1.0,2.0,124709.92,27000.0,61.0,2.0,autoliquidable,5.67
875726,premier,62.0,masculino,casado,94645.0,25.0,1595092.0,1503294.0,91798.0,3.0,0.0,433362.9,1136000.0,31.0,4.0,fiduciaria,11.57
901524,optima,36.0,femenino,casado,,5.0,232062.0,216886.0,15176.0,5.0,2.0,237552.29,797000.0,45.0,3.0,fiduciaria,15.77
518788,premier,52.0,femenino,soltero,121921.0,6.0,1810262.0,1688963.0,121299.0,4.0,1.0,3870.76,773000.0,35.0,5.0,fiduciaria,13.5
243888,premier,47.0,femenino,soltero,88821.0,0.0,209785.0,206624.0,3161.0,16.0,4.0,217056.5,93000.0,71.0,2.0,fiduciaria_prendas,8.2
100688,optima,38.0,femenino,casado,55801.0,13.0,2131379.0,2128587.0,2792.0,2.0,1.0,909690.57,973000.0,234.0,3.0,hipotecaria,7.39
731451,optima,39.0,femenino,divorciado,45541.0,151.0,1298599.0,1295903.0,2696.0,2.0,1.0,1639884.42,434000.0,280.0,4.0,hipotecaria,7.02
453065,optima,40.0,femenino,casado,53909.0,9.0,280470.0,277653.0,2817.0,2.0,2.0,,121000.0,79.0,4.0,fiduciaria,13.37
813906,optima,35.0,femenino,casado,121421.0,18.0,555450.0,487391.0,68059.0,2.0,1.0,484875.87,170000.0,58.0,3.0,fiduciaria_prendas,8.33
581494,optima,46.0,femenino,soltero,81778.0,12.0,500548.0,419007.0,81541.0,5.0,3.0,903585.1,70000.0,72.0,4.0,fiduciaria,11.44
676630,optima,29.0,femenino,casado,60710.0,30.0,511759.0,498087.0,13672.0,7.0,0.0,73943.63,440000.0,72.0,4.0,fiduciaria,12.44
516918,premier,54.0,femenino,divorciado,110550.0,0.0,916913.0,656439.0,260474.0,4.0,0.0,561795.1,34000.0,59.0,5.0,fiduciaria,10.86
486814,optima,44.0,masculino,casado,96063.0,86.0,2775514.0,2752250.0,23264.0,2.0,1.0,10242112.03,1607000.0,370.0,4.0,hipotecaria,6.14
645899,optima,36.0,masculino,divorciado,69704.0,52.0,741380.0,740159.0,1221.0,3.0,1.0,615932.39,124000.0,352.0,4.0,hipotecaria,6.74
904931,premier,48.0,femenino,casado,90145.0,14.0,413746.0,411886.0,1860.0,3.0,2.0,1398116.54,84000.0,66.0,4.0,fiduciaria,11.13
429536,premier,53.0,masculino,casado,102511.0,0.0,5182172.0,264395.0,4917777.0,4.0,4.0,21747.26,99000.0,58.0,2.0,autoliquidable,8.37
465628,premier,46.0,masculino,viudo,106128.0,5.0,2315411.0,2158869.0,156542.0,4.0,2.0,148441.11,125000.0,82.0,4.0,fiduciaria,9.51
239263,optima,37.0,masculino,casado,27837.0,163.0,1308847.0,1299941.0,8906.0,2.0,1.0,590770.08,792000.0,213.0,4.0,hipotecaria,7.12
178084,premier,47.0,femenino,casado,95618.0,7.0,21452.0,17881.0,3571.0,2.0,2.0,,228000.0,96.0,3.0,fiduciaria_prendas,7.48
742862,privada,98.0,femenino,casado,69260.0,34.0,3608777.0,184196.0,3424581.0,7.0,7.0,1209312.73,16000.0,16.0,2.0,autoliquidable,7.05
375607,optima,45.0,masculino,casado,,21.0,941854.0,855753.0,86101.0,1.0,0.0,414789.58,466000.0,298.0,3.0,fiduciaria_bienes_inmuebles,7.61
154452,optima,53.0,femenino,casado,178593.0,10.0,50220.0,40004.0,10216.0,1.0,1.0,1854650.52,169000.0,86.0,5.0,fiduciaria,11.7
489842,privada,44.0,masculino,divorciado,73881.0,0.0,1959307.0,1934475.0,24832.0,4.0,1.0,143552.01,361000.0,43.0,4.0,fiduciaria,9.5
294959,optima,41.0,femenino,casado,38305.0,0.0,351431.0,274649.0,76782.0,2.0,0.0,2682868.1,94000.0,64.0,2.0,fiduciaria_prendas,8.95
346408,optima,34.0,femenino,casado,106493.0,6.0,1321008.0,1314438.0,6570.0,2.0,0.0,31406.24,583000.0,253.0,3.0,hipotecaria,7.04
445578,optima,48.0,femenino,casado,,2.0,91945.0,34966.0,56979.0,2.0,1.0,110539.75,293000.0,61.0,3.0,fiduciaria,17.62
470666,optima,48.0,femenino,casado,54926.0,8.0,261750.0,241552.0,20198.0,2.0,2.0,436669.62,351000.0,47.0,5.0,fiduciaria,14.05
164184,optima,30.0,femenino,casado,33141.0,12.0,514576.0,418636.0,95940.0,1.0,0.0,2035311.98,259000.0,78.0,3.0,fiduciaria_prendas,8.39
980146,premier,47.0,masculino,casado,90384.0,0.0,2350954.0,2041387.0,309567.0,3.0,3.0,171383.91,726000.0,384.0,3.0,hipotecaria,6.24
100734,optima,32.0,femenino,casado,72488.0,1.0,701205.0,616616.0,84589.0,2.0,2.0,97253.47,447000.0,246.0,2.0,hipotecaria,6.72
495999,optima,49.0,masculino,casado,152947.0,9.0,179328.0,122946.0,56382.0,3.0,0.0,1195623.57,320000.0,50.0,3.0,fiduciaria,13.8
645487,optima,45.0,masculino,casado,391934.0,8.0,31314.0,9053.0,22261.0,2.0,1.0,553987.49,159000.0,30.0,3.0,fiduciaria,17.37
846887,optima,35.0,femenino,casado,105207.0,3.0,925201.0,897841.0,27360.0,2.0,1.0,103130.78,379000.0,55.0,5.0,fiduciaria,19.52
198838,premier,37.0,masculino,casado,127457.0,9.0,894680.0,882081.0,12599.0,3.0,3.0,735229.36,1260000.0,373.0,3.0,hipotecaria,6.39
533873,premier,49.0,masculino,casado,79161.0,5.0,803298.0,791640.0,11658.0,3.0,2.0,1411566.51,224000.0,47.0,4.0,fiduciaria,9.89
132678,premier,40.0,masculino,casado,82022.0,2.0,572371.0,410515.0,161856.0,2.0,2.0,,172000.0,97.0,2.0,autoliquidable,7.98
358263,optima,35.0,masculino,divorciado,33229.0,55.0,62057.0,40295.0,21762.0,3.0,1.0,680126.79,31000.0,38.0,3.0,fiduciaria,22.72
255182,optima,42.0,masculino,casado,,5.0,251636.0,219119.0,32517.0,2.0,3.0,1096780.32,311000.0,58.0,4.0,fiduciaria,14.96
792929,optima,66.0,masculino,soltero,46333.0,22.0,901677.0,889171.0,12506.0,3.0,1.0,,590000.0,301.0,2.0,hipotecaria,7.53
300070,optima,31.0,femenino,casado,61493.0,14.0,809575.0,802014.0,7561.0,1.0,2.0,146783.81,917000.0,299.0,3.0,hipotecaria,7.35
112429,optima,54.0,femenino,soltero,48057.0,29.0,1311557.0,1298562.0,12995.0,3.0,2.0,488838.34,299000.0,51.0,4.0,fiduciaria,13.67
758888,optima,32.0,femenino,casado,158877.0,4.0,324379.0,322324.0,2055.0,2.0,0.0,82721.86,182000.0,61.0,5.0,fiduciaria,14.97
535116,premier,60.0,femenino,casado,104112.0,40.0,1155171.0,1112382.0,42789.0,4.0,0.0,245385.15,107000.0,85.0,4.0,fiduciaria,10.99
700572,premier,51.0,masculino,soltero,42167.0,117.0,2440082.0,2281824.0,158258.0,3.0,2.0,25022.46,64000.0,181.0,3.0,hipotecaria,6.31
440306,premier,48.0,masculino,casado,80822.0,47.0,878512.0,783143.0,95369.0,2.0,3.0,1668304.87,509000.0,46.0,6.0,fiduciaria,12.37
418837,optima,49.0,femenino,casado,60423.0,36.0,727202.0,697922.0,29280.0,2.0,1.0,436825.21,126000.0,51.0,5.0,fiduciaria,15.0
416522,optima,37.0,femenino,casado,35101.0,20.0,499310.0,475561.0,23749.0,3.0,1.0,71358.8,475000.0,62.0,4.0,fiduciaria,15.14
801797,optima,53.0,masculino,casado,85831.0,42.0,176414.0,140741.0,35673.0,1.0,1.0,889070.72,442000.0,202.0,4.0,hipotecaria,8.1
632570,premier,48.0,femenino,casado,81226.0,6.0,561838.0,413703.0,148135.0,3.0,3.0,2953269.87,405000.0,53.0,3.0,fiduciaria,12.9
665539,premier,47.0,femenino,casado,129904.0,140.0,319645.0,287410.0,32235.0,2.0,4.0,42270.82,606000.0,280.0,3.0,hipotecaria,6.79
269179,privada,82.0,femenino,casado,58168.0,28.0,2971534.0,2190219.0,781315.0,1.0,5.0,490757.13,4000.0,41.0,2.0,autoliquidable,5.34
544917,optima,33.0,femenino,soltero,106253.0,89.0,130033.0,67024.0,63009.0,2.0,1.0,529610.1,159000.0,72.0,6.0,fiduciaria,2.26
374059,premier,42.0,masculino,casado,,7.0,352764.0,156576.0,196188.0,4.0,1.0,56255.32,869000.0,372.0,3.0,hipotecaria,7.55
739040,premier,43.0,femenino,casado,96185.0,18.0,751516.0,690462.0,61054.0,5.0,5.0,177990.81,100000.0,39.0,4.0,fiduciaria,14.57
784867,optima,59.0,masculino,divorciado,62740.0,10.0,61304.0,56332.0,4972.0,4.0,1.0,616200.19,203000.0,34.0,2.0,fiduciaria,14.66
968724,optima,39.0,masculino,casado,26456.0,5.0,255896.0,239582.0,16314.0,2.0,1.0,,97000.0,68.0,4.0,fiduciaria,14.73
230604,premier,47.0,femenino,casado,111065.0,46.0,926496.0,852517.0,73979.0,3.0,1.0,,1373000.0,174.0,3.0,hipotecaria,7.67
735996,premier,49.0,masculino,casado,108399.0,3.0,360487.0,283945.0,76542.0,2.0,3.0,217091.76,213000.0,58.0,5.0,fiduciaria,17.3
684934,privada,68.0,masculino,soltero,104153.0,16.0,7580529.0,6504278.0,1076251.0,5.0,2.0,19287490.39,873000.0,250.0,3.0,hipotecaria,6.87
621132,optima,38.0,masculino,divorciado,82014.0,25.0,1919483.0,1901111.0,18372.0,1.0,1.0,912813.14,136000.0,40.0,4.0,fiduciaria,13.47
900464,optima,39.0,masculino,casado,107732.0,29.0,322887.0,297282.0,25605.0,4.0,1.0,,84000.0,57.0,6.0,fiduciaria,17.95
815248,premier,48.0,masculino,casado,101077.0,7.0,2682369.0,2645660.0,36709.0,2.0,1.0,2555.76,256000.0,59.0,5.0,fiduciaria,12.87
495401,optima,23.0,masculino,casado,,9.0,211377.0,210711.0,666.0,2.0,1.0,,677000.0,45.0,3.0,fiduciaria,15.91
174137,premier,50.0,masculino,soltero,114867.0,6.0,302005.0,271427.0,30578.0,3.0,3.0,,640000.0,73.0,3.0,fiduciaria,10.34
107369,optima,40.0,masculino,soltero,,14.0,156640.0,115246.0,41394.0,3.0,2.0,1940875.06,221000.0,39.0,3.0,fiduciaria,16.19
136748,premier,50.0,femenino,soltero,93361.0,4.0,323595.0,299648.0,23947.0,3.0,1.0,,592000.0,66.0,3.0,fiduciaria,11.36
143402,premier,60.0,masculino,viudo,82279.0,45.0,1065480.0,414083.0,651397.0,18.0,1.0,,182000.0,31.0,4.0,autoliquidable,8.75
249436,optima,51.0,femenino,casado,43937.0,1.0,841402.0,813756.0,27646.0,3.0,1.0,869273.21,440000.0,65.0,5.0,fiduciaria,17.27
239398,optima,47.0,masculino,casado,111326.0,32.0,84851.0,38061.0,46790.0,2.0,1.0,350946.71,346000.0,54.0,3.0,fiduciaria,13.89
574113,optima,64.0,masculino,soltero,28349.0,33.0,441890.0,400374.0,41516.0,5.0,1.0,547784.65,150000.0,58.0,5.0,fiduciaria,14.11
264591,optima,48.0,masculino,soltero,,10.0,973100.0,930181.0,42919.0,2.0,2.0,,69000.0,43.0,4.0,fiduciaria,17.75
620108,premier,64.0,masculino,casado,97293.0,4.0,1504317.0,1463061.0,41256.0,5.0,2.0,456445.02,950000.0,35.0,4.0,fiduciaria,12.8
999986,premier,42.0,masculino,divorciado,92472.0,4.0,1590061.0,1119052.0,471009.0,5.0,4.0,216757.7,260000.0,64.0,4.0,fiduciaria,12.0
504877,premier,55.0,femenino,casado,104582.0,5.0,343566.0,269342.0,74224.0,2.0,2.0,291832.91,1602000.0,34.0,4.0,fiduciaria,12.08
982361,optima,30.0,femenino,casado,,90.0,622347.0,598310.0,24037.0,2.0,1.0,92881.76,2188000.0,279.0,3.0,hipotecaria,6.81
139957,optima,28.0,masculino,divorciado,68338.0,49.0,1370688.0,1359994.0,10694.0,3.0,1.0,6074955.22,1086000.0,257.0,3.0,hipotecaria,6.98
608841,optima,40.0,masculino,casado,27116.0,68.0,571054.0,547580.0,23474.0,2.0,1.0,20139.63,445000.0,193.0,3.0,hipotecaria,7.16
616598,optima,31.0,femenino,soltero,44787.0,9.0,466109.0,440731.0,25378.0,3.0,1.0,1982781.28,70000.0,33.0,5.0,fiduciaria,17.31
349057,premier,40.0,masculino,soltero,106986.0,8.0,1347746.0,1115567.0,232179.0,3.0,1.0,299032.84,258000.0,62.0,5.0,fiduciaria,13.05
395457,optima,39.0,femenino,casado,,15.0,85451.0,67121.0,18330.0,3.0,1.0,1003446.83,66000.0,54.0,3.0,fiduciaria,23.17
173746,optima,56.0,femenino,casado,,24.0,396802.0,387658.0,9144.0,3.0,0.0,851107.52,1727000.0,54.0,4.0,fiduciaria,13.42
658641,privada,51.0,femenino,casado,73221.0,33.0,1179707.0,510398.0,669309.0,2.0,1.0,7693642.1,136000.0,36.0,4.0,fiduciaria,12.18
803120,premier,46.0,masculino,soltero,77634.0,7.0,162923.05475612986,146418.0,16505.054756129844,3.0,4.0,,135000.0,9.0,4.0,autoliquidable,7.25
488592,optima,32.0,masculino,divorciado,138099.0,3.0,544217.0,531585.0,12632.0,3.0,1.0,128887.86,24000.0,68.0,4.0,fiduciaria,10.41
303713,premier,51.0,masculino,casado,85222.0,15.0,631883.0,465180.0,166703.0,2.0,2.0,342887.08,781000.0,76.0,3.0,fiduciaria,9.24
322184,optima,27.0,femenino,viudo,98164.0,1.0,142746.0,83992.0,58754.0,1.0,3.0,136338.27,108000.0,48.0,3.0,autoliquidable,8.36
539333,privada,44.0,masculino,soltero,121228.0,56.0,2669418.0,2618306.0,51112.0,3.0,1.0,33199.73,58000.0,56.0,4.0,fiduciaria,10.61
398294,privada,41.0,masculino,casado,77787.0,1.0,1178090.0,533957.0,644133.0,1.0,2.0,95813.43,146000.0,75.0,2.0,fiduciaria_prendas,7.21
698118,optima,47.0,femenino,viudo,46800.0,66.0,792367.0,791598.0,769.0,2.0,2.0,50694.69,1349000.0,283.0,3.0,hipotecaria,7.21
858433,optima,33.0,femenino,casado,,11.0,63183.0,50882.0,12301.0,1.0,1.0,,271000.0,38.0,3.0,fiduciaria,14.09
755917,premier,54.0,masculino,casado,88510.0,17.0,458690.0,389579.0,69111.0,3.0,1.0,573440.74,36000.0,46.0,3.0,fiduciaria,15.57
863436,premier,52.0,masculino,casado,76127.0,612.0,895329.0,788209.0,107120.0,4.0,1.0,724148.26,2222000.0,296.0,2.0,hipotecaria,5.76
153658,optima,59.0,masculino,casado,78975.0,5.0,212540.0,192488.0,20052.0,2.0,2.0,616476.26,325000.0,59.0,4.0,fiduciaria,13.35
321221,optima,46.0,femenino,casado,31893.0,147.0,1174291.0,1168666.0,5625.0,6.0,2.0,47400.87,567000.0,291.0,2.0,hipotecaria,6.74
838069,premier,38.0,masculino,casado,102151.0,885.0,420263.0,409053.0,11210.0,4.0,4.0,1580094.65,990000.0,131.0,3.0,hipotecaria,6.87
